"","age","workclass","education.num","marital.status","occupation","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income","workclasscode","marital.statuscode","occupationcode","racecode","sexcode","native.countrycode","incomecode"
"23624",17,"Private",6,"Never-married","Sales","White","Female",0,0,20,"United-States","<=50K",3,5,12,5,1,39,1
"23625",63,"Private",9,"Widowed","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,7,1,5,1,39,1
"23626",31,"Local-gov",14,"Never-married","Prof-specialty","White","Male",0,0,43,"United-States","<=50K",2,5,10,5,2,39,1
"23627",45,"Private",9,"Divorced","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,1,14,5,2,39,1
"23628",25,"Private",9,"Never-married","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,5,7,5,2,39,1
"23629",20,"Private",8,"Never-married","Farming-fishing","White","Male",0,0,40,"United-States","<=50K",3,5,5,5,2,39,1
"23631",42,"Private",16,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"France","<=50K",3,3,10,5,2,10,1
"23632",56,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,3,3,5,2,39,2
"23633",47,"Private",9,"Never-married","Farming-fishing","White","Female",0,0,46,"United-States","<=50K",3,5,5,5,1,39,1
"23634",69,"Private",9,"Divorced","Other-service","White","Female",0,0,32,"United-States","<=50K",3,1,8,5,1,39,1
"23635",42,"Private",13,"Married-civ-spouse","Prof-specialty","White","Female",0,0,55,"United-States","<=50K",3,3,10,5,1,39,1
"23636",19,"Private",9,"Never-married","Handlers-cleaners","Other","Female",0,0,60,"Guatemala","<=50K",3,5,6,4,1,13,1
"23637",56,"Self-emp-not-inc",10,"Married-civ-spouse","Farming-fishing","White","Male",0,0,50,"United-States","<=50K",5,3,5,5,2,39,1
"23638",61,"Federal-gov",14,"Widowed","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",1,7,10,5,1,39,1
"23639",38,"Private",9,"Divorced","Other-service","White","Female",0,0,35,"United-States","<=50K",3,1,8,5,1,39,1
"23640",39,"Private",10,"Divorced","Exec-managerial","White","Male",0,0,50,"United-States",">50K",3,1,4,5,2,39,2
"23641",35,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,50,"United-States","<=50K",5,3,14,5,2,39,1
"23642",27,"Private",10,"Divorced","Adm-clerical","White","Female",0,0,44,"United-States","<=50K",3,1,1,5,1,39,1
"23643",40,"Self-emp-inc",10,"Married-civ-spouse","Farming-fishing","White","Male",0,0,40,"United-States",">50K",4,3,5,5,2,39,2
"23644",59,"State-gov",16,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",6,3,10,5,2,39,2
"23646",42,"Federal-gov",9,"Married-civ-spouse","Tech-support","White","Male",0,0,30,"United-States",">50K",1,3,13,5,2,39,2
"23647",59,"Private",10,"Separated","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,6,1,5,2,39,1
"23648",54,"Self-emp-inc",16,"Married-civ-spouse","Prof-specialty","White","Male",0,0,60,"United-States",">50K",4,3,10,5,2,39,2
"23649",53,"Private",13,"Married-civ-spouse","Sales","White","Male",0,0,30,"United-States","<=50K",3,3,12,5,2,39,1
"23650",20,"Private",10,"Never-married","Exec-managerial","White","Female",0,0,30,"United-States","<=50K",3,5,4,5,1,39,1
"23651",54,"Federal-gov",10,"Married-civ-spouse","Exec-managerial","White","Male",0,0,40,"United-States",">50K",1,3,4,5,2,39,2
"23652",41,"Self-emp-not-inc",14,"Never-married","Exec-managerial","Asian-Pac-Islander","Male",0,0,45,"United-States",">50K",5,5,4,2,2,39,2
"23653",33,"Local-gov",9,"Divorced","Tech-support","White","Female",0,0,55,"United-States","<=50K",2,1,13,5,1,39,1
"23654",35,"Private",9,"Widowed","Exec-managerial","White","Female",0,0,30,"United-States","<=50K",3,7,4,5,1,39,1
"23655",22,"Private",9,"Never-married","Handlers-cleaners","White","Male",0,0,50,"Portugal","<=50K",3,5,6,5,2,32,1
"23656",29,"Private",14,"Never-married","Prof-specialty","White","Male",0,0,40,"United-States","<=50K",3,5,10,5,2,39,1
"23657",23,"Private",13,"Never-married","Prof-specialty","White","Female",0,0,25,"United-States","<=50K",3,5,10,5,1,39,1
"23658",30,"Private",9,"Never-married","Other-service","White","Female",0,0,35,"United-States","<=50K",3,5,8,5,1,39,1
"23659",17,"Private",7,"Never-married","Priv-house-serv","White","Female",0,0,25,"United-States","<=50K",3,5,9,5,1,39,1
"23660",35,"Local-gov",10,"Separated","Adm-clerical","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K",2,6,1,1,1,39,1
"23661",25,"Private",2,"Never-married","Priv-house-serv","White","Female",0,0,40,"Guatemala","<=50K",3,5,9,5,1,13,1
"23662",42,"State-gov",11,"Married-civ-spouse","Protective-serv","White","Male",0,0,40,"United-States",">50K",6,3,11,5,2,39,2
"23663",42,"Private",9,"Never-married","Other-service","Black","Male",0,0,40,"United-States","<=50K",3,5,8,3,2,39,1
"23664",19,"Private",9,"Never-married","Handlers-cleaners","White","Male",0,0,30,"United-States","<=50K",3,5,6,5,2,39,1
"23665",32,"Private",12,"Never-married","Adm-clerical","White","Female",0,0,45,"United-States","<=50K",3,5,1,5,1,39,1
"23666",44,"Private",10,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"23667",53,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,36,"United-States",">50K",3,3,3,5,2,39,2
"23668",47,"Self-emp-not-inc",13,"Widowed","Exec-managerial","Asian-Pac-Islander","Female",0,0,60,"Thailand","<=50K",5,7,4,2,1,37,1
"23669",24,"Private",10,"Never-married","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,5,6,5,2,39,1
"23670",30,"State-gov",10,"Married-civ-spouse","Prof-specialty","Black","Female",0,0,40,"United-States",">50K",6,3,10,3,1,39,2
"23671",42,"Private",9,"Separated","Sales","White","Female",0,0,45,"United-States","<=50K",3,6,12,5,1,39,1
"23672",19,"Private",9,"Never-married","Other-service","Black","Female",0,0,40,"United-States","<=50K",3,5,8,3,1,39,1
"23673",37,"Self-emp-not-inc",7,"Never-married","Farming-fishing","White","Male",0,0,37,"United-States","<=50K",5,5,5,5,2,39,1
"23674",26,"Self-emp-not-inc",6,"Married-civ-spouse","Farming-fishing","White","Male",0,0,99,"United-States","<=50K",5,3,5,5,2,39,1
"23675",52,"Private",10,"Married-civ-spouse","Sales","White","Male",0,0,40,"United-States","<=50K",3,3,12,5,2,39,1
"23676",50,"Local-gov",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",2,3,14,5,2,39,1
"23677",32,"Private",9,"Married-spouse-absent","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,4,6,5,2,39,1
"23678",37,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"23679",47,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23680",47,"Private",10,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,3,6,5,2,39,1
"23681",28,"Private",13,"Married-civ-spouse","Exec-managerial","White","Female",0,0,40,"United-States",">50K",3,3,4,5,1,39,2
"23682",27,"Private",13,"Married-civ-spouse","Exec-managerial","Asian-Pac-Islander","Female",0,0,40,"South","<=50K",3,3,4,2,1,35,1
"23683",61,"Self-emp-not-inc",9,"Married-civ-spouse","Transport-moving","Black","Male",0,0,40,"United-States","<=50K",5,3,14,3,2,39,1
"23684",47,"Private",3,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"Mexico","<=50K",3,3,6,5,2,26,1
"23685",30,"Private",12,"Never-married","Machine-op-inspct","Black","Female",0,0,40,"United-States","<=50K",3,5,7,3,1,39,1
"23686",54,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Female",0,0,40,"United-States",">50K",3,3,7,5,1,39,2
"23687",56,"Local-gov",15,"Married-civ-spouse","Adm-clerical","Asian-Pac-Islander","Male",0,0,40,"Philippines",">50K",2,3,1,2,2,30,2
"23688",69,"Private",10,"Widowed","Adm-clerical","White","Female",0,0,24,"United-States","<=50K",3,7,1,5,1,39,1
"23689",30,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States",">50K",3,3,14,5,2,39,2
"23690",36,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"Canada",">50K",3,3,3,5,2,2,2
"23691",42,"Self-emp-not-inc",7,"Married-civ-spouse","Farming-fishing","White","Male",0,0,60,"United-States","<=50K",5,3,5,5,2,39,1
"23692",45,"Federal-gov",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,45,"United-States",">50K",1,3,10,5,2,39,2
"23693",26,"Private",7,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"23694",28,"Local-gov",13,"Married-civ-spouse","Protective-serv","Black","Male",0,0,42,"United-States",">50K",2,3,11,3,2,39,2
"23695",31,"Private",14,"Married-civ-spouse","Sales","White","Male",0,0,40,"United-States",">50K",3,3,12,5,2,39,2
"23696",32,"Private",3,"Separated","Farming-fishing","White","Male",0,0,60,"Mexico","<=50K",3,6,5,5,2,26,1
"23697",51,"Private",9,"Never-married","Exec-managerial","White","Female",0,0,40,"United-States","<=50K",3,5,4,5,1,39,1
"23698",29,"Private",9,"Married-civ-spouse","Sales","White","Male",0,0,60,"United-States","<=50K",3,3,12,5,2,39,1
"23699",64,"Private",10,"Widowed","Exec-managerial","White","Female",0,0,10,"United-States","<=50K",3,7,4,5,1,39,1
"23700",26,"State-gov",10,"Never-married","Protective-serv","White","Male",0,0,40,"United-States","<=50K",6,5,11,5,2,39,1
"23701",68,"Private",3,"Married-spouse-absent","Sales","White","Male",0,0,22,"United-States","<=50K",3,4,12,5,2,39,1
"23702",32,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,48,"United-States","<=50K",3,3,3,5,2,39,1
"23703",29,"Private",10,"Never-married","Sales","White","Female",0,0,40,"United-States","<=50K",3,5,12,5,1,39,1
"23705",21,"Private",9,"Never-married","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,5,7,5,2,39,1
"23708",26,"Private",9,"Never-married","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,5,7,5,2,39,1
"23709",31,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,55,"United-States","<=50K",3,3,3,5,2,39,1
"23710",29,"Local-gov",9,"Never-married","Protective-serv","White","Male",0,0,45,"United-States","<=50K",2,5,11,5,2,39,1
"23711",19,"Private",10,"Never-married","Other-service","White","Female",0,0,27,"United-States","<=50K",3,5,8,5,1,39,1
"23712",51,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Female",0,0,40,"United-States","<=50K",3,3,7,5,1,39,1
"23713",45,"Private",5,"Separated","Other-service","Other","Female",0,0,40,"Trinadad&Tobago","<=50K",3,6,8,4,1,38,1
"23714",20,"Private",9,"Married-civ-spouse","Sales","Black","Male",0,0,32,"United-States","<=50K",3,3,12,3,2,39,1
"23715",40,"Private",10,"Never-married","Handlers-cleaners","White","Male",0,0,48,"United-States","<=50K",3,5,6,5,2,39,1
"23716",52,"Local-gov",10,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",2,3,14,5,2,39,1
"23717",46,"Private",10,"Divorced","Adm-clerical","White","Female",0,0,24,"United-States","<=50K",3,1,1,5,1,39,1
"23718",24,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,3,7,5,2,39,1
"23719",20,"Private",5,"Never-married","Transport-moving","White","Male",0,0,50,"United-States","<=50K",3,5,14,5,2,39,1
"23720",38,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,60,"United-States","<=50K",5,3,4,5,2,39,1
"23721",44,"Private",13,"Never-married","Prof-specialty","White","Female",0,0,45,"Mexico","<=50K",3,5,10,5,1,26,1
"23722",24,"Private",13,"Never-married","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,5,1,5,1,39,1
"23723",32,"State-gov",15,"Married-civ-spouse","Prof-specialty","White","Male",0,0,75,"United-States",">50K",6,3,10,5,2,39,2
"23724",49,"Private",4,"Never-married","Other-service","White","Male",0,0,35,"United-States","<=50K",3,5,8,5,2,39,1
"23725",36,"Private",14,"Never-married","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",3,5,10,5,1,39,1
"23726",31,"Private",9,"Separated","Adm-clerical","White","Male",0,0,45,"United-States","<=50K",3,6,1,5,2,39,1
"23728",46,"Private",10,"Divorced","Exec-managerial","White","Female",0,0,40,"United-States","<=50K",3,1,4,5,1,39,1
"23729",46,"Local-gov",10,"Married-civ-spouse","Protective-serv","White","Male",0,0,70,"United-States",">50K",2,3,11,5,2,39,2
"23730",29,"Private",9,"Married-spouse-absent","Other-service","Other","Female",0,0,40,"Columbia","<=50K",3,4,8,4,1,4,1
"23731",37,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23734",28,"Self-emp-not-inc",13,"Never-married","Protective-serv","White","Male",0,0,40,"United-States","<=50K",5,5,11,5,2,39,1
"23735",48,"Private",9,"Widowed","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,7,1,5,1,39,1
"23736",52,"Private",7,"Divorced","Machine-op-inspct","Black","Female",0,0,20,"United-States","<=50K",3,1,7,3,1,39,1
"23737",19,"Private",9,"Never-married","Farming-fishing","White","Male",0,0,35,"United-States","<=50K",3,5,5,5,2,39,1
"23738",31,"Self-emp-not-inc",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",5,3,10,5,2,39,2
"23739",37,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23741",46,"Private",12,"Married-civ-spouse","Craft-repair","White","Male",0,0,44,"United-States",">50K",3,3,3,5,2,39,2
"23742",40,"Local-gov",9,"Married-civ-spouse","Craft-repair","Black","Male",0,0,35,"United-States","<=50K",2,3,3,3,2,39,1
"23743",58,"Private",10,"Divorced","Machine-op-inspct","Other","Male",0,0,40,"Mexico","<=50K",3,1,7,4,2,26,1
"23744",36,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,3,3,5,2,39,2
"23745",26,"Local-gov",13,"Never-married","Prof-specialty","Black","Female",0,0,35,"United-States","<=50K",2,5,10,3,1,39,1
"23747",49,"Private",6,"Divorced","Other-service","White","Male",0,0,48,"United-States","<=50K",3,1,8,5,2,39,1
"23748",46,"Private",13,"Married-civ-spouse","Adm-clerical","White","Male",0,0,45,"United-States",">50K",3,3,1,5,2,39,2
"23749",26,"Private",9,"Separated","Sales","Black","Female",0,0,37,"United-States","<=50K",3,6,12,3,1,39,1
"23750",40,"Federal-gov",14,"Never-married","Tech-support","White","Female",0,0,40,"United-States","<=50K",1,5,13,5,1,39,1
"23751",53,"State-gov",16,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",6,3,10,5,2,39,2
"23752",60,"Self-emp-not-inc",10,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States","<=50K",5,3,4,5,2,39,1
"23753",28,"Private",9,"Married-civ-spouse","Handlers-cleaners","Black","Male",0,0,40,"United-States","<=50K",3,3,6,3,2,39,1
"23755",31,"Private",9,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,55,"United-States","<=50K",3,3,6,5,2,39,1
"23756",34,"Private",9,"Divorced","Prof-specialty","White","Male",0,0,40,"Mexico","<=50K",3,1,10,5,2,26,1
"23757",27,"State-gov",14,"Never-married","Exec-managerial","White","Male",0,0,40,"Scotland","<=50K",6,5,4,5,2,34,1
"23758",40,"Private",10,"Divorced","Transport-moving","Black","Female",0,0,40,"United-States","<=50K",3,1,14,3,1,39,1
"23759",68,"Private",9,"Widowed","Machine-op-inspct","White","Female",0,0,32,"United-States","<=50K",3,7,7,5,1,39,1
"23760",51,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,50,"United-States","<=50K",3,3,3,5,2,39,1
"23761",55,"Private",9,"Married-civ-spouse","Tech-support","White","Male",0,0,20,"United-States","<=50K",3,3,13,5,2,39,1
"23762",43,"Private",12,"Married-civ-spouse","Exec-managerial","White","Male",0,0,45,"United-States",">50K",3,3,4,5,2,39,2
"23763",23,"State-gov",13,"Never-married","Prof-specialty","White","Female",0,0,27,"United-States","<=50K",6,5,10,5,1,39,1
"23764",48,"Private",9,"Married-civ-spouse","Other-service","White","Male",0,0,40,"United-States","<=50K",3,3,8,5,2,39,1
"23765",34,"Private",10,"Married-civ-spouse","Sales","White","Male",0,0,45,"United-States",">50K",3,3,12,5,2,39,2
"23766",31,"Local-gov",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,70,"United-States",">50K",2,3,3,5,2,39,2
"23768",17,"Private",6,"Never-married","Other-service","White","Male",0,0,8,"United-States","<=50K",3,5,8,5,2,39,1
"23769",37,"Private",9,"Married-civ-spouse","Adm-clerical","White","Female",0,0,40,"United-States",">50K",3,3,1,5,1,39,2
"23770",26,"Private",8,"Married-civ-spouse","Priv-house-serv","Other","Female",0,0,40,"Dominican-Republic","<=50K",3,3,9,4,1,6,1
"23771",17,"Private",7,"Never-married","Sales","White","Female",0,0,15,"United-States","<=50K",3,5,12,5,1,39,1
"23772",34,"Private",13,"Married-civ-spouse","Transport-moving","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K",3,3,14,2,2,39,2
"23774",41,"Local-gov",14,"Married-civ-spouse","Exec-managerial","White","Male",0,0,40,"United-States",">50K",2,3,4,5,2,39,2
"23775",59,"Private",6,"Married-spouse-absent","Protective-serv","Asian-Pac-Islander","Male",0,0,40,"India","<=50K",3,4,11,2,2,19,1
"23776",46,"Private",9,"Married-civ-spouse","Machine-op-inspct","Black","Male",0,0,40,"United-States","<=50K",3,3,7,3,2,39,1
"23777",45,"Private",14,"Divorced","Prof-specialty","White","Male",0,0,40,"United-States","<=50K",3,1,10,5,2,39,1
"23778",27,"Private",9,"Never-married","Machine-op-inspct","White","Female",0,0,40,"United-States","<=50K",3,5,7,5,1,39,1
"23779",31,"Private",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,50,"United-States","<=50K",3,3,10,5,2,39,1
"23780",28,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,50,"United-States","<=50K",3,3,3,5,2,39,1
"23781",32,"Private",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,40,"United-States",">50K",3,3,4,5,2,39,2
"23782",36,"Private",12,"Never-married","Exec-managerial","White","Male",0,0,50,"United-States","<=50K",3,5,4,5,2,39,1
"23783",23,"Private",9,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,5,3,5,2,39,1
"23784",44,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States",">50K",3,3,14,5,2,39,2
"23785",37,"Private",10,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"23786",45,"Private",7,"Married-spouse-absent","Machine-op-inspct","Asian-Pac-Islander","Female",0,0,40,"South","<=50K",3,4,7,2,1,35,1
"23787",49,"Private",15,"Never-married","Prof-specialty","White","Female",0,0,55,"United-States",">50K",3,5,10,5,1,39,2
"23788",37,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States",">50K",3,3,14,5,2,39,2
"23789",26,"Private",9,"Never-married","Transport-moving","Black","Male",0,0,40,"United-States","<=50K",3,5,14,3,2,39,1
"23790",51,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,60,"United-States",">50K",3,3,3,5,2,39,2
"23791",24,"Private",10,"Never-married","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,5,1,5,1,39,1
"23792",67,"Self-emp-not-inc",13,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",5,3,14,5,2,39,1
"23793",32,"Private",9,"Married-civ-spouse","Sales","White","Female",0,0,40,"United-States",">50K",3,3,12,5,1,39,2
"23794",21,"Private",10,"Never-married","Other-service","White","Female",0,0,16,"United-States","<=50K",3,5,8,5,1,39,1
"23795",39,"Self-emp-not-inc",10,"Married-civ-spouse","Other-service","White","Female",0,0,15,"United-States",">50K",5,3,8,5,1,39,2
"23796",33,"Private",7,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"23797",48,"Private",9,"Divorced","Sales","White","Male",0,0,60,"United-States","<=50K",3,1,12,5,2,39,1
"23798",21,"Private",10,"Never-married","Prof-specialty","White","Female",0,0,30,"United-States","<=50K",3,5,10,5,1,39,1
"23799",24,"Private",9,"Never-married","Craft-repair","Black","Male",0,0,40,"United-States","<=50K",3,5,3,3,2,39,1
"23800",23,"Private",13,"Never-married","Exec-managerial","White","Female",0,0,45,"United-States","<=50K",3,5,4,5,1,39,1
"23801",40,"Private",9,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,63,"United-States","<=50K",3,3,6,5,2,39,1
"23802",48,"Private",13,"Married-spouse-absent","Exec-managerial","White","Female",0,0,50,"United-States",">50K",3,4,4,5,1,39,2
"23803",42,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","White","Male",0,0,60,"United-States","<=50K",5,3,12,5,2,39,1
"23804",45,"Federal-gov",13,"Never-married","Protective-serv","Black","Female",0,0,40,"United-States","<=50K",1,5,11,3,1,39,1
"23805",31,"Private",9,"Married-civ-spouse","Sales","White","Male",0,0,50,"United-States",">50K",3,3,12,5,2,39,2
"23806",53,"Private",11,"Married-civ-spouse","Exec-managerial","White","Male",0,0,45,"United-States","<=50K",3,3,4,5,2,39,1
"23807",25,"Private",13,"Never-married","Prof-specialty","Black","Female",0,0,55,"United-States","<=50K",3,5,10,3,1,39,1
"23808",32,"Private",10,"Married-civ-spouse","Other-service","Black","Male",0,0,50,"United-States","<=50K",3,3,8,3,2,39,1
"23810",41,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,35,"United-States",">50K",4,3,4,5,2,39,2
"23811",57,"Local-gov",9,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",2,1,1,5,1,39,1
"23812",25,"Private",6,"Never-married","Farming-fishing","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K",3,5,5,1,2,39,1
"23813",17,"Private",7,"Never-married","Sales","White","Female",0,0,13,"United-States","<=50K",3,5,12,5,1,39,1
"23814",17,"Private",5,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,5,3,5,2,39,1
"23815",82,"Self-emp-inc",10,"Widowed","Sales","White","Male",0,0,20,"United-States","<=50K",4,7,12,5,2,39,1
"23816",40,"Private",12,"Divorced","Prof-specialty","White","Female",0,0,32,"United-States","<=50K",3,1,10,5,1,39,1
"23817",26,"Private",10,"Never-married","Sales","Black","Male",0,0,35,"United-States","<=50K",3,5,12,3,2,39,1
"23818",37,"Private",10,"Divorced","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,1,14,5,2,39,1
"23819",25,"Private",6,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"23820",65,"Private",6,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,22,"United-States",">50K",3,3,6,5,2,39,2
"23821",39,"Private",13,"Divorced","Sales","Asian-Pac-Islander","Male",0,0,40,"China","<=50K",3,1,12,2,2,3,1
"23822",36,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",5,3,3,5,2,39,1
"23823",37,"Self-emp-not-inc",9,"Married-civ-spouse","Sales","White","Male",0,0,45,"United-States","<=50K",5,3,12,5,2,39,1
"23824",23,"Private",9,"Never-married","Sales","White","Male",0,0,40,"United-States","<=50K",3,5,12,5,2,39,1
"23825",34,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,3,3,5,2,39,2
"23826",63,"Self-emp-not-inc",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,20,"United-States","<=50K",5,3,10,5,2,39,1
"23827",59,"Private",9,"Widowed","Other-service","White","Female",0,0,35,"United-States","<=50K",3,7,8,5,1,39,1
"23828",49,"Self-emp-not-inc",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",5,3,3,5,2,39,1
"23830",17,"Private",7,"Never-married","Sales","White","Female",0,0,9,"United-States","<=50K",3,5,12,5,1,39,1
"23831",28,"Private",6,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,30,"Mexico","<=50K",3,3,6,5,2,26,1
"23832",45,"Federal-gov",13,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",1,3,6,5,2,39,1
"23833",40,"Self-emp-inc",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,60,"United-States","<=50K",4,3,10,5,2,39,1
"23834",45,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,3,7,5,2,39,1
"23835",20,"Private",5,"Never-married","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,5,7,5,2,39,1
"23837",59,"Local-gov",13,"Married-civ-spouse","Exec-managerial","White","Female",0,0,22,"United-States",">50K",2,3,4,5,1,39,2
"23838",49,"Local-gov",10,"Divorced","Exec-managerial","White","Male",0,0,48,"United-States",">50K",2,1,4,5,2,39,2
"23839",37,"Private",11,"Divorced","Sales","White","Male",0,0,45,"United-States",">50K",3,1,12,5,2,39,2
"23840",31,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,45,"United-States","<=50K",5,3,3,5,2,39,1
"23841",21,"Private",10,"Never-married","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,5,6,5,2,39,1
"23842",27,"Private",13,"Never-married","Tech-support","White","Female",0,0,15,"United-States","<=50K",3,5,13,5,1,39,1
"23844",51,"Private",9,"Divorced","Other-service","White","Female",0,0,40,"United-States","<=50K",3,1,8,5,1,39,1
"23845",46,"Private",2,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"Mexico","<=50K",3,3,6,5,2,26,1
"23846",48,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,60,"United-States",">50K",3,3,3,5,2,39,2
"23847",39,"Local-gov",14,"Divorced","Prof-specialty","White","Female",0,0,40,"United-States","<=50K",2,1,10,5,1,39,1
"23848",41,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,3,3,5,2,39,2
"23849",21,"Private",10,"Never-married","Prof-specialty","White","Female",0,0,25,"United-States","<=50K",3,5,10,5,1,39,1
"23850",54,"Self-emp-inc",12,"Married-civ-spouse","Sales","White","Male",0,0,50,"United-States",">50K",4,3,12,5,2,39,2
"23851",40,"Private",9,"Married-civ-spouse","Adm-clerical","White","Female",0,0,40,"United-States",">50K",3,3,1,5,1,39,2
"23852",44,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,41,"United-States","<=50K",3,3,3,5,2,39,1
"23853",50,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,50,"United-States",">50K",3,3,14,5,2,39,2
"23854",42,"Private",10,"Divorced","Exec-managerial","White","Female",0,0,45,"United-States","<=50K",3,1,4,5,1,39,1
"23855",34,"Private",9,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,5,3,5,2,39,1
